,holiday,workingday,temp,atemp,humidity,windspeed,count,season_1.0,season_2.0,season_3.0,season_4.0,month_1.0,month_2.0,month_3.0,month_4.0,month_5.0,month_6.0,month_7.0,month_8.0,month_9.0,month_10.0,month_11.0,month_12.0,day_of_week_0.0,day_of_week_1.0,day_of_week_2.0,day_of_week_3.0,day_of_week_4.0,day_of_week_5.0,day_of_week_6.0,weather_1.0,weather_2.0,weather_3.0,temp_norm,atemp_norm,humidity_norm,windspeed_norm
13,0.0,1.0,22.0,25.0,52.0,0.229475,7384.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.4451075561734507,0.5494107416060577,-0.79427578291651,0.4938816988857698
14,0.0,0.0,12.0,16.0,74.125,0.099513,4381.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.44834666513286947,-0.35684318931556264,0.7491721493503268,-1.167176764729728
15,0.0,0.0,23.0,25.0,54.75,0.224496,8227.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5344529783040827,0.5494107416060577,-0.6024347969850388,0.430244558103529
16,0.0,0.0,6.0,10.0,59.4583,0.220775,2132.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.9844191979166615,-0.9610124765966428,-0.27398210096280373,0.3826860522086269
17,0.0,1.0,21.0,24.0,52.0,0.092054,7767.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.35576213404281865,0.44871586039254435,-0.79427578291651,-1.2625110553693613
18,0.0,1.0,11.0,14.0,40.7083,0.4148,4569.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.5376920872635015,-0.5582329517425894,-1.581988823222835,2.862540689741113
19,0.0,0.0,7.0,11.0,87.75,0.13308299999999998,2455.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.8950737757860295,-0.8603175953831295,1.6996570341926163,-0.7381149418617188
20,0.0,1.0,7.0,12.0,61.375,0.103246,5146.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-0.8950737757860295,-0.7596227141696161,-0.14027242178649438,-1.1194648855290643
21,0.0,0.0,6.0,10.0,53.2917,0.179108,5107.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.9844191979166615,-0.9610124765966428,-0.704166327815535,-0.14986440872200638
22,1.0,0.0,5.0,9.0,50.6957,0.239465,1317.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,-1.0737646200472937,-1.0617073578101561,-0.8852642185348436,0.6215649759322821
23,0.0,1.0,-4.0,1.0,60.375,0.187192,1501.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.8778734192229818,-1.8672664075182632,-0.21003278030702938,-0.04654192507395774
24,0.0,1.0,11.0,14.0,97.0417,0.266175,705.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.5376920872635015,-0.5582329517425894,2.347849357457872,0.9629483923399237
25,0.0,1.0,14.0,18.0,48.9167,0.207713,5298.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.26965582087160544,-0.15545342688853586,-1.0093678963428756,0.21573920888715126
26,0.0,1.0,11.0,14.0,64.2083,0.388067,1795.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.5376920872635015,-0.5582329517425894,0.05737960200973703,2.5208633078307616
27,0.0,0.0,18.0,22.0,63.1667,0.074637,4333.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.08772586765092262,0.2473260979655176,-0.015282787425251907,-1.4851196275734757
28,1.0,0.0,30.0,31.0,79.0833,0.151121,6034.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1.1598709332185069,1.153580028887138,1.095064935002695,-0.5075693010844424
29,0.0,0.0,8.0,11.0,69.6087,0.248539,801.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.8057283536553975,-0.8603175953831295,0.4341134421640346,0.7375407573056606
30,0.0,0.0,24.0,26.0,57.62500000000001,0.225117,6118.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6237984004347147,0.6501056228195711,-0.40187376623850013,0.43818162667669075
31,0.0,1.0,-2.0,3.0,79.30430000000001,0.1233,1167.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1.6991825749617178,-1.6658766450912363,1.1104819742357346,-0.8631525293838435
32,0.0,1.0,2.0,5.0,91.8333,0.217646,1685.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1.3418008864391897,-1.4644868826642097,1.9845095061395164,0.342693962731296
33,0.0,0.0,6.0,9.0,51.91670000000001,0.189062,3926.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-0.9844191979166615,-1.0617073578101561,-0.8000868207812697,-0.022641251592778636
34,0.0,1.0,5.0,9.0,65.5652,0.184309,2056.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1.0737646200472937,-1.0617073578101561,0.15203743248625168,-0.0833898617831764
35,1.0,0.0,31.0,31.0,63.7917,0.081479,6043.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.2492163553491389,1.153580028887138,0.02831743665008247,-1.3976712810717502
36,0.0,1.0,12.0,16.0,92.5,0.190308,5170.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,-0.44834666513286947,-0.35684318931556264,2.0310187371651574,-0.006715990011201673
37,0.0,1.0,28.0,29.0,77.0417,0.171025,4835.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.9811800889572427,0.9521902664601112,0.9526421870471717,-0.2531741112612412
38,0.0,1.0,10.0,14.0,56.7917,0.234471,4773.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.6270375093941335,-0.5582329517425894,-0.46000507299366256,0.5577361185178394
39,0.0,1.0,27.0,28.0,71.20830000000002,0.208954,4338.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.8918346668266107,0.8514953852465978,0.545702111653484,0.23160056492466086
40,0.0,1.0,30.0,31.0,67.75,0.141179,7580.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.1598709332185069,1.153580028887138,0.30444986378191624,-0.6346390849079084
41,0.0,1.0,37.0,36.0,45.0833,0.146142,6207.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.785288888132931,1.6570544349547047,-1.2767872546954944,-0.5712064418666832
42,0.0,1.0,30.0,30.0,59.0417,0.07711699999999999,7713.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.1598709332185069,1.0528851476736245,-0.3030442663224588,-1.4534224777160833
43,0.0,0.0,5.0,9.0,65.375,0.197146,2252.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1.0737646200472937,-1.0617073578101561,0.13876901229564562,0.08068123205526964
44,0.0,1.0,24.0,25.0,87.25,0.357587,4073.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6237984004347147,0.5494107416060577,1.6647768549323487,2.1312951111963576
45,0.0,1.0,6.0,10.0,54.2083,0.167908,4098.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.9844191979166615,-0.9610124765966428,-0.6402239831956125,-0.2930128274328107
46,0.0,0.0,18.0,22.0,46.7083,0.223258,7907.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.08772586765092262,0.2473260979655176,-1.163426672099625,0.4144215453924599
47,0.0,1.0,15.0,19.0,59.0,0.228246,4608.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.1803103987409734,-0.0547585456750225,-0.305953273272765,0.47817371615402166
48,0.0,1.0,8.0,11.0,39.5833,0.193417,4363.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.8057283536553975,-0.8603175953831295,-1.6604692265584369,0.03302047728986005
49,0.0,0.0,9.0,14.0,90.5417,0.157975,3228.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,-0.7163829315247655,-0.5582329517425894,1.8944070270743942,-0.41996758127695544
50,0.0,1.0,7.0,11.0,53.125,0.1816,4169.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.8950737757860295,-0.8603175953831295,-0.7157953795809081,-0.11801388555885209
51,0.0,0.0,7.0,12.0,55.2917,0.212062,4067.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-0.8950737757860295,-0.7596227141696161,-0.5646456107744651,0.2713242511169091
52,0.0,1.0,9.0,13.0,80.2917,0.180967,4097.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.7163829315247655,-0.6589278329561027,1.1793633522389104,-0.12610432743777553
53,0.0,1.0,-5.0,-1.0,47.04170000000001,0.301,1406.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1.9672188413536138,-2.06865616994529,-1.1401685685688778,1.4080505067688314
54,0.0,1.0,17.0,21.0,49.2917,0.142404,7436.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.0016195544797093877,0.14663121675200425,-0.983207761897675,-0.6189822266114141
55,0.0,1.0,21.0,24.0,50.7083,0.11506199999999997,6312.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.35576213404281865,0.44871586039254435,-0.884385238017485,-0.968443303789166
56,0.0,1.0,26.0,27.0,71.6667,0.172896,6770.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.8024892446959787,0.7508005040330845,0.5776802599992961,-0.22926065667124895
57,0.0,1.0,-1.0,3.0,57.75,0.154846,2729.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,-1.6098371528310857,-1.6658766450912363,-0.39315372142343374,-0.45995967075428634
58,0.0,1.0,34.0,35.0,57.375,0.182842,5823.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.517252621741035,1.5563595537411914,-0.4193138558686344,-0.10213974841252904
59,0.0,0.0,29.0,31.0,69.91669999999999,0.143679,6969.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.0705255110878749,1.153580028887138,0.45559963258835884,-0.6026863128742467
60,0.0,0.0,28.0,29.0,85.0,0.375617,1115.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.9811800889572427,0.9521902664601112,1.507816048261145,2.3617385031031257
61,0.0,1.0,23.0,25.0,77.6667,0.185333,4073.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5344529783040827,0.5494107416060577,0.9962424111225061,-0.07030200635818859
62,0.0,0.0,15.0,18.0,81.0,0.126883,5892.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.1803103987409734,-0.15545342688853586,1.228774614179005,-0.8173578165051997
63,0.0,1.0,-0.0,5.0,79.1304,0.07723,920.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,-1.5204917307004537,-1.4644868826642097,1.0983506478890124,-1.451978212420162
64,0.0,0.0,7.0,12.0,73.4583,0.092054,3649.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.8950737757860295,-0.7596227141696161,0.7026629183246857,-1.2625110553693613
65,0.0,1.0,5.0,10.0,50.875,0.141179,3922.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1.0737646200472937,-0.9610124765966428,-0.8727561862521119,-0.6346390849079084
66,0.0,1.0,27.0,27.0,74.0833,0.207092,4492.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.8918346668266107,0.7508005040330845,0.7462631424000201,0.20780214031398955
67,0.0,1.0,30.0,31.0,71.5833,0.238813,5786.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.1598709332185069,1.153580028887138,0.5718622460986826,0.613231692985903
68,0.0,0.0,-0.0,5.0,49.875,0.15796300000000002,1248.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1.5204917307004537,-1.4644868826642097,-0.9425165447726469,-0.4201209545827168
69,0.0,1.0,9.0,13.0,62.3333,0.235067,5499.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,-0.7163829315247655,-0.6589278329561027,-0.07342107021626561,0.5653536593706642
70,0.0,0.0,16.0,20.0,27.5833,0.232596,5169.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.0909649766103414,0.04593633553849087,-2.497593528804857,0.5337715394925929
71,0.0,1.0,4.0,7.0,69.7391,0.250496,1807.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1.1631100421779257,-1.263097120237183,0.44321019291511193,0.7625533872536109
72,0.0,1.0,1.0,5.0,45.6667,0.200875,3956.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1.4311463085698217,-1.4644868826642097,-1.2360890615346145,0.1283419868206796
73,0.0,1.0,34.0,36.0,58.3333,0.178479,4390.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.517252621741035,1.6570544349547047,-0.3524625042984056,-0.15790372616567555
74,0.0,0.0,-1.0,5.0,49.0,0.06654199999999999,2743.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-1.6098371528310857,-1.4644868826642097,-1.003556858478115,-1.5885827034184725
75,0.0,1.0,12.0,16.0,84.20830000000002,0.113192,4378.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.44834666513286947,-0.35684318931556264,1.452586772420439,-0.9923439772703446
76,0.0,1.0,19.0,22.0,74.75,0.189667,4864.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.17707128978155465,0.2473260979655176,0.7927723734256612,-0.014908680760632571
77,1.0,0.0,-3.0,1.0,52.25,0.231358,2298.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-1.7885279970923498,-1.8672664075182632,-0.7768356932863762,0.5179485267815238
78,0.0,1.0,31.0,30.0,57.3333,0.222025,4991.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.2492163553491389,1.0528851476736245,-0.4222228628189406,0.39866243822545777
79,0.0,1.0,31.0,32.0,66.875,0.153617,7105.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.2492163553491389,1.2542749101006514,0.24340955007644813,-0.47566765348603457
80,0.0,1.0,33.0,35.0,63.5833,0.282337,4086.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.427907199610403,1.5563595537411914,0.01377937793440315,1.16951667298314
81,0.0,1.0,25.0,25.0,84.875,0.14862899999999998,3907.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.7131438225653467,0.5494107416060577,1.499096003446078,-0.5394198242475967
82,0.0,0.0,-7.0,-5.0,46.4583,0.409212,1529.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-2.145909685614878,-2.4714356947993434,-1.1808667617297588,2.7911198536914728
83,0.0,0.0,22.0,25.0,54.9167,0.186562,8120.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.4451075561734507,0.5494107416060577,-0.5908057452196657,-0.054594023626440384
84,0.0,1.0,11.0,14.0,73.70830000000002,0.328996,2633.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.5376920872635015,-0.5582329517425894,0.7201030079548215,1.7658704291105891
85,0.0,1.0,18.0,21.0,82.9583,0.10821300000000003,4575.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.08772586765092262,0.14663121675200425,1.3653863242697684,-1.0559811180525849
86,0.0,1.0,8.0,12.0,58.16670000000001,0.157346,5986.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-0.8057283536553975,-0.7596227141696161,-0.36408458002792593,-0.4280068987206246
87,1.0,0.0,4.0,7.0,60.5,0.307846,1107.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.1631100421779257,-1.263097120237183,-0.20131273549196252,1.4955499777058108
88,0.0,1.0,34.0,35.0,57.04169999999999,0.151121,4602.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.517252621741035,1.5563595537411914,-0.4425649833635293,-0.5075693010844424
89,0.0,0.0,14.0,17.0,88.79169999999998,0.230725,4036.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.26965582087160544,-0.25614830810204925,1.772326399663456,0.5098580849026008
90,0.0,1.0,23.0,22.0,97.25,0.07836699999999999,2395.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.5344529783040827,0.2473260979655176,2.3623804401376987,-1.4374460916992524
91,0.0,1.0,9.0,14.0,76.0833,0.083346,3570.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-0.7163829315247655,-0.5582329517425894,0.8857838594410902,-1.3738089509170117
92,0.0,1.0,21.0,23.0,64.75,0.206475,5202.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.35576213404281865,0.34802097917903096,0.09516878822031125,0.19991619617608178
93,0.0,1.0,3.0,9.0,69.58330000000001,0.082717,3620.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,-1.2524554643085577,-1.0617073578101561,0.43234152905761364,-1.381848268360681
94,0.0,1.0,27.0,28.0,69.7083,0.1673,4785.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.8918346668266107,0.8514953852465978,0.4410615738726795,-0.3007837415913972
95,0.0,0.0,32.0,31.0,44.4583,0.11506199999999997,5119.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.338561777479771,1.153580028887138,-1.3203874787708287,-0.968443303789166
96,0.0,0.0,12.0,16.0,88.83330000000002,0.340808,795.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.44834666513286947,-0.35684318931556264,1.7752284305779134,1.9168408864152338
97,0.0,1.0,6.0,9.0,58.58330000000001,0.229479,3747.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,-0.9844191979166615,-1.0617073578101561,-0.3350224146682714,0.4939328233210234
98,0.0,1.0,20.0,22.0,83.125,0.117562,6871.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.26641671191218663,0.2473260979655176,1.3770153760351418,-0.9364905317555039
99,0.0,1.0,6.0,10.0,66.79169999999999,0.132463,4128.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,-0.9844191979166615,-0.9610124765966428,0.23759851221168699,-0.7460392293260666
100,0.0,0.0,37.0,39.0,57.375,0.125629,4672.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.785288888132931,1.959139078595245,-0.4193138558686344,-0.8333853269572844
101,0.0,1.0,25.0,27.0,55.45830000000001,0.159825,4634.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7131438225653467,0.7508005040330845,-0.5530235350449433,-0.39632252997204587
102,0.0,1.0,28.0,29.0,72.2917,0.139308,4153.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.9811800889572427,0.9521902664601112,0.6212804840746304,-0.6585525394979009
103,0.0,1.0,24.0,26.0,35.4167,0.253121,5312.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.6237984004347147,0.6501056228195711,-1.951132736370098,0.7961037978889555
104,0.0,1.0,13.0,16.0,75.79169999999998,0.335825,2566.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.35900124300223746,-0.35684318931556264,0.865441738896501,1.8531526211977392
105,0.0,1.0,32.0,34.0,75.7083,0.090808,3840.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.338561777479771,1.455664672527678,0.8596237249958896,-1.2784363169509383
106,0.0,1.0,14.0,18.0,39.6667,0.100133,6772.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.26965582087160544,-0.15545342688853586,-1.6546512126578243,-1.15925247726538
107,0.0,1.0,23.0,25.0,66.875,0.154229,8167.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.5344529783040827,0.5494107416060577,0.24340955007644813,-0.4678456148921942
108,0.0,0.0,12.0,16.0,62.91670000000001,0.092667,4308.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,-0.44834666513286947,-0.35684318931556264,-0.032722877055384667,-1.2546762356667074
